['2021', '05', '16', '16', '37', '52']#T18.4L56.0
['2021', '05', '20', '00', '30', '41']#T10.1L85.0
['2021', '05', '20', '00', '40', '41']#T10.1L85.0
['2021', '05', '20', '00', '50', '41']#T10.1L85.0
['2021', '05', '20', '01', '00', '41']#T10.1L85.0
['2021', '05', '20', '01', '10', '42']#T10.0L86.0
['2021', '05', '20', '01', '20', '42']#T10.0L86.0
['2021', '05', '20', '01', '30', '42']#T9.9L86.0
['2021', '05', '20', '01', '40', '42']#T9.9L86.0
['2021', '05', '20', '01', '50', '42']#T9.9L86.0
['2021', '05', '20', '02', '00', '42']#T9.9L86.0
['2021', '05', '20', '02', '10', '42']#T9.9L86.0
['2021', '05', '20', '02', '20', '42']#T9.9L86.0
['2021', '05', '20', '02', '30', '42']#T10.0L86.0
['2021', '05', '20', '02', '40', '42']#T10.0L86.0
['2021', '05', '20', '02', '50', '42']#T10.0L86.0
['2021', '05', '20', '03', '00', '42']#T10.0L86.0
['2021', '05', '20', '03', '10', '42']#T9.9L86.0
['2021', '05', '20', '03', '20', '42']#T9.9L86.0
['2021', '05', '20', '03', '30', '42']#T9.9L86.0
['2021', '05', '20', '03', '40', '42']#T9.9L86.0
['2021', '05', '20', '03', '50', '42']#T9.6L87.0
['2021', '05', '20', '04', '00', '42']#T9.6L87.0
['2021', '05', '20', '04', '10', '42']#T9.5L88.0
['2021', '05', '20', '04', '20', '42']#T9.5L88.0
['2021', '05', '20', '04', '30', '42']#T9.6L88.0
['2021', '05', '20', '04', '40', '42']#T9.6L88.0
['2021', '05', '20', '04', '50', '42']#T9.3L88.0
['2021', '05', '20', '05', '00', '42']#T9.3L88.0
['2021', '05', '20', '05', '10', '42']#T9.1L88.0
['2021', '05', '20', '05', '20', '42']#T9.1L88.0
['2021', '05', '20', '05', '30', '42']#T9.0L88.0
['2021', '05', '20', '05', '40', '42']#T9.0L88.0
['2021', '05', '20', '05', '50', '43']#T8.8L88.0
['2021', '05', '20', '06', '00', '43']#T8.8L88.0
['2021', '05', '20', '06', '10', '43']#T8.9L88.0
['2021', '05', '20', '06', '20', '43']#T8.9L88.0
['2021', '05', '20', '06', '30', '43']#T9.2L88.0
['2021', '05', '20', '06', '40', '43']#T9.2L88.0
['2021', '05', '20', '06', '50', '43']#T9.7L88.0
['2021', '05', '20', '07', '00', '43']#T9.7L88.0
['2021', '05', '20', '07', '10', '43']#T9.8L88.0
['2021', '05', '20', '07', '20', '43']#T9.8L88.0
['2021', '05', '20', '07', '30', '43']#T9.7L88.0
['2021', '05', '20', '07', '40', '43']#T9.7L88.0
['2021', '05', '20', '07', '50', '43']#T9.8L88.0
['2021', '05', '20', '08', '00', '43']#T9.8L88.0
['2021', '05', '20', '08', '10', '43']#T10.0L88.0
['2021', '05', '20', '08', '20', '43']#T10.0L88.0
['2021', '05', '20', '08', '30', '43']#T10.5L88.0
['2021', '05', '20', '08', '40', '43']#T10.5L88.0
['2021', '05', '20', '08', '50', '44']#T11.4L89.00001
['2021', '05', '20', '09', '00', '44']#T11.4L89.00001
['2021', '05', '20', '09', '10', '44']#T11.6L89.00001
['2021', '05', '20', '09', '20', '44']#T11.6L89.00001
['2021', '05', '20', '09', '30', '44']#T12.0L89.00001
['2021', '05', '20', '09', '40', '44']#T12.0L89.00001
['2021', '05', '20', '09', '50', '44']#T12.0L87.0
['2021', '05', '20', '10', '00', '44']#T12.0L87.0
['2021', '05', '20', '10', '10', '44']#T12.4L87.0
['2021', '05', '20', '10', '20', '44']#T12.4L87.0
['2021', '05', '20', '10', '30', '44']#T13.0L86.0
['2021', '05', '20', '10', '40', '44']#T13.0L86.0
['2021', '05', '20', '10', '50', '44']#T12.9L82.0
['2021', '05', '20', '11', '00', '44']#T12.9L82.0
['2021', '05', '20', '11', '10', '44']#T12.9L83.0
['2021', '05', '20', '11', '20', '44']#T12.9L83.0
['2021', '05', '20', '11', '30', '44']#T13.1L82.0
['2021', '05', '20', '11', '40', '44']#T13.1L82.0
['2021', '05', '20', '11', '50', '44']#T13.5L81.0
['2021', '05', '20', '12', '00', '44']#T13.5L81.0
['2021', '05', '20', '12', '10', '44']#T14.2L78.0
['2021', '05', '20', '12', '20', '44']#T14.2L78.0
['2021', '05', '20', '12', '30', '44']#T13.9L77.0
['2021', '05', '20', '12', '40', '44']#T13.9L77.0
['2021', '05', '20', '12', '50', '44']#T13.5L79.0
['2021', '05', '20', '13', '00', '44']#T13.5L79.0
['2021', '05', '20', '13', '10', '44']#T14.2L76.0
['2021', '05', '20', '13', '20', '44']#T14.2L76.0
['2021', '05', '20', '13', '30', '44']#T15.8L71.0
['2021', '05', '20', '13', '40', '44']#T15.8L71.0
['2021', '05', '20', '13', '50', '44']#T16.1L67.0
['2021', '05', '20', '14', '00', '44']#T16.1L67.0
['2021', '05', '20', '14', '10', '44']#T14.8L71.0
['2021', '05', '20', '14', '20', '44']#T14.8L71.0
['2021', '05', '20', '14', '30', '44']#T15.2L68.0
['2021', '05', '20', '14', '40', '44']#T15.2L68.0
['2021', '05', '20', '14', '50', '45']#T15.3L68.0
['2021', '05', '20', '15', '00', '45']#T15.3L68.0
['2021', '05', '20', '15', '10', '45']#T14.7L70.0
['2021', '05', '20', '15', '20', '45']#T14.7L70.0
['2021', '05', '20', '15', '30', '45']#T15.3L69.0
['2021', '05', '20', '15', '40', '45']#T15.3L69.0
['2021', '05', '20', '15', '50', '45']#T15.2L68.0
['2021', '05', '20', '16', '00', '45']#T15.2L68.0
['2021', '05', '20', '16', '10', '45']#T15.4L68.0
['2021', '05', '20', '16', '20', '45']#T15.4L68.0
['2021', '05', '20', '16', '30', '45']#T16.4L64.0
['2021', '05', '20', '16', '40', '45']#T16.4L64.0
['2021', '05', '20', '16', '50', '45']#T15.7L61.0
['2021', '05', '20', '17', '00', '45']#T15.7L61.0
['2021', '05', '20', '17', '10', '45']#T16.4L60.0
['2021', '05', '20', '17', '20', '45']#T16.4L60.0
['2021', '05', '20', '17', '30', '45']#T16.3L60.0
['2021', '05', '20', '17', '40', '45']#T16.3L60.0
['2021', '05', '20', '17', '50', '45']#T16.1L59.0
['2021', '05', '20', '18', '00', '45']#T16.1L59.0
['2021', '05', '20', '18', '10', '45']#T15.4L59.0
['2021', '05', '20', '18', '20', '45']#T15.4L59.0
['2021', '05', '20', '18', '30', '45']#T15.3L60.0
['2021', '05', '20', '18', '40', '45']#T15.3L60.0
['2021', '05', '20', '18', '50', '45']#T15.6L59.0
['2021', '05', '20', '19', '00', '45']#T15.6L59.0
['2021', '05', '20', '19', '10', '45']#T15.5L59.0
['2021', '05', '20', '19', '20', '45']#T15.5L59.0
['2021', '05', '20', '19', '30', '46']#T15.3L60.0
['2021', '05', '20', '19', '40', '46']#T15.3L60.0
['2021', '05', '20', '19', '50', '46']#T15.0L61.0
['2021', '05', '20', '20', '00', '46']#T15.0L61.0
['2021', '05', '20', '20', '10', '46']#T14.8L63.0
['2021', '05', '20', '20', '20', '46']#T14.8L63.0
['2021', '05', '20', '20', '30', '46']#T14.5L65.0
['2021', '05', '20', '20', '40', '46']#T14.5L65.0
['2021', '05', '20', '20', '50', '46']#T13.4L70.0
['2021', '05', '20', '21', '00', '46']#T13.4L70.0
['2021', '05', '20', '21', '10', '46']#T12.5L72.0
['2021', '05', '20', '21', '20', '46']#T12.5L72.0
['2021', '05', '20', '21', '30', '46']#T12.0L74.0
['2021', '05', '20', '21', '40', '46']#T12.0L74.0
['2021', '05', '20', '21', '50', '46']#T12.4L74.0
['2021', '05', '20', '22', '00', '46']#T12.4L74.0
['2021', '05', '20', '22', '10', '46']#T12.6L73.0
['2021', '05', '20', '22', '20', '46']#T12.6L73.0
['2021', '05', '20', '22', '30', '46']#T12.4L74.0
['2021', '05', '20', '22', '40', '46']#T12.4L74.0
['2021', '05', '20', '22', '50', '46']#T12.3L75.0
['2021', '05', '20', '23', '00', '46']#T12.3L75.0
['2021', '05', '20', '23', '10', '46']#T12.1L75.0
['2021', '05', '20', '23', '20', '46']#T12.1L75.0
['2021', '05', '20', '23', '30', '46']#T12.0L75.0
['2021', '05', '20', '23', '40', '46']#T12.0L75.0
['2021', '05', '20', '23', '50', '47']#T11.8L74.0
['2021', '05', '21', '00', '00', '46']#T11.8L74.0
['2021', '05', '21', '00', '10', '47']#T11.6L75.0
['2021', '05', '21', '00', '20', '47']#T11.6L75.0
['2021', '05', '21', '00', '30', '47']#T11.0L77.0
['2021', '05', '21', '00', '40', '47']#T11.0L77.0
['2021', '05', '21', '00', '50', '47']#T10.9L76.0
['2021', '05', '21', '01', '00', '47']#T10.9L76.0
['2021', '05', '21', '01', '10', '47']#T10.5L77.0
['2021', '05', '21', '01', '20', '47']#T10.5L77.0
['2021', '05', '21', '01', '30', '47']#T10.1L79.0
['2021', '05', '21', '01', '40', '47']#T10.1L79.0
['2021', '05', '21', '01', '50', '47']#T10.3L78.0
['2021', '05', '21', '02', '00', '47']#T10.3L78.0
['2021', '05', '21', '02', '10', '47']#T10.3L78.0
['2021', '05', '21', '02', '20', '47']#T10.3L78.0
['2021', '05', '21', '02', '30', '47']#T10.5L79.0
['2021', '05', '21', '02', '40', '47']#T10.5L79.0
['2021', '05', '21', '02', '50', '47']#T10.4L80.0
['2021', '05', '21', '03', '00', '47']#T10.4L80.0
['2021', '05', '21', '03', '10', '47']#T10.3L81.0
['2021', '05', '21', '03', '20', '47']#T10.3L81.0
['2021', '05', '21', '03', '30', '47']#T10.2L81.0
['2021', '05', '21', '03', '40', '47']#T10.2L81.0
['2021', '05', '21', '03', '50', '47']#T10.8L79.0
['2021', '05', '21', '04', '00', '47']#T10.8L79.0
['2021', '05', '21', '04', '10', '47']#T10.7L79.0
['2021', '05', '21', '04', '20', '47']#T10.7L79.0
['2021', '05', '21', '04', '30', '47']#T10.5L80.0
['2021', '05', '21', '04', '40', '47']#T10.5L80.0
['2021', '05', '21', '04', '50', '48']#T10.3L81.0
['2021', '05', '21', '05', '00', '48']#T10.3L81.0
['2021', '05', '21', '05', '10', '48']#T10.3L81.0
['2021', '05', '21', '05', '20', '48']#T10.3L81.0
['2021', '05', '21', '05', '30', '48']#T10.3L81.0
['2021', '05', '21', '05', '40', '48']#T10.3L81.0
['2021', '05', '21', '05', '50', '48']#T10.3L81.0
['2021', '05', '21', '06', '00', '48']#T10.3L81.0
['2021', '05', '21', '06', '10', '48']#T10.6L80.0
['2021', '05', '21', '06', '20', '48']#T10.6L80.0
['2021', '05', '21', '06', '30', '48']#T10.9L80.0
['2021', '05', '21', '06', '40', '48']#T10.9L80.0
['2021', '05', '21', '06', '50', '48']#T11.1L81.0
['2021', '05', '21', '07', '00', '48']#T11.1L81.0
['2021', '05', '21', '07', '10', '48']#T11.3L81.0
['2021', '05', '21', '07', '20', '48']#T11.3L81.0
['2021', '05', '21', '07', '30', '48']#T12.4L79.0
['2021', '05', '21', '07', '40', '48']#T12.4L79.0
['2021', '05', '21', '07', '50', '48']#T12.9L78.0
['2021', '05', '21', '08', '00', '48']#T12.9L78.0
['2021', '05', '21', '08', '10', '48']#T12.8L78.0
['2021', '05', '21', '08', '20', '48']#T12.8L78.0
['2021', '05', '21', '08', '30', '48']#T12.9L78.0
['2021', '05', '21', '08', '40', '48']#T12.9L78.0
['2021', '05', '21', '08', '50', '48']#T13.1L78.0
['2021', '05', '21', '09', '00', '48']#T13.1L78.0
['2021', '05', '21', '09', '10', '49']#T13.5L77.0
['2021', '05', '21', '09', '20', '49']#T13.5L77.0
['2021', '05', '21', '09', '30', '49']#T13.8L76.0
['2021', '05', '21', '09', '40', '49']#T13.8L76.0
['2021', '05', '21', '09', '50', '49']#T14.0L75.0
['2021', '05', '21', '10', '00', '49']#T14.0L75.0
['2021', '05', '21', '10', '10', '49']#T14.8L73.0
['2021', '05', '21', '10', '20', '49']#T14.8L73.0
['2021', '05', '21', '10', '30', '49']#T15.3L70.0
['2021', '05', '21', '10', '40', '49']#T15.3L70.0
['2021', '05', '21', '10', '50', '49']#T15.7L68.0
['2021', '05', '21', '11', '00', '49']#T15.7L68.0
['2021', '05', '21', '11', '10', '49']#T16.0L67.0
['2021', '05', '21', '11', '20', '49']#T16.0L67.0
['2021', '05', '21', '11', '30', '49']#T16.0L67.0
['2021', '05', '21', '11', '40', '49']#T16.0L67.0
['2021', '05', '21', '11', '50', '49']#T16.4L65.0
['2021', '05', '21', '12', '00', '49']#T16.4L65.0
['2021', '05', '21', '12', '10', '49']#T16.4L65.0
['2021', '05', '21', '12', '20', '49']#T16.4L65.0
['2021', '05', '21', '12', '30', '49']#T16.7L64.0
['2021', '05', '21', '12', '40', '49']#T16.7L64.0
['2021', '05', '21', '12', '50', '49']#T16.8L62.0
['2021', '05', '21', '13', '00', '49']#T16.8L62.0
['2021', '05', '21', '13', '10', '49']#T17.3L62.0
['2021', '05', '21', '13', '20', '49']#T17.3L62.0
['2021', '05', '21', '13', '30', '49']#T17.9L60.0
['2021', '05', '21', '13', '40', '49']#T17.9L60.0
['2021', '05', '21', '13', '50', '50']#T18.2L58.0
['2021', '05', '21', '14', '00', '50']#T18.2L58.0
['2021', '05', '21', '14', '10', '50']#T18.0L57.0
['2021', '05', '21', '14', '20', '50']#T18.0L57.0
['2021', '05', '21', '14', '30', '50']#T17.9L56.0
['2021', '05', '21', '14', '40', '50']#T17.9L56.0
['2021', '05', '21', '14', '50', '50']#T17.9L56.0
['2021', '05', '21', '15', '00', '50']#T17.9L56.0
['2021', '05', '21', '15', '10', '50']#T17.8L57.0
['2021', '05', '21', '15', '20', '50']#T17.8L57.0
['2021', '05', '21', '15', '30', '50']#T18.1L56.0
['2021', '05', '21', '15', '40', '50']#T18.1L56.0
['2021', '05', '21', '15', '50', '50']#T18.4L57.0
['2021', '05', '21', '16', '00', '50']#T18.4L57.0
['2021', '05', '21', '16', '10', '50']#T18.5L56.0
['2021', '05', '21', '16', '20', '50']#T18.5L56.0
['2021', '05', '21', '16', '30', '50']#T19.0L55.0
['2021', '05', '21', '16', '40', '50']#T19.0L55.0
['2021', '05', '21', '16', '50', '50']#T19.1L54.0
['2021', '05', '21', '17', '00', '50']#T19.1L54.0
['2021', '05', '21', '17', '10', '50']#T19.3L52.0
['2021', '05', '21', '17', '20', '50']#T19.3L52.0
['2021', '05', '21', '17', '30', '50']#T19.1L51.0
['2021', '05', '21', '17', '40', '50']#T19.1L51.0
['2021', '05', '21', '17', '50', '50']#T18.9L51.0
['2021', '05', '21', '18', '00', '50']#T18.9L51.0
['2021', '05', '21', '18', '10', '51']#T18.8L53.0
['2021', '05', '21', '18', '20', '51']#T18.8L53.0
['2021', '05', '21', '22', '12', '25']#T15.2L66.0
['2021', '05', '21', '22', '22', '25']#T15.1L66.0
['2021', '05', '21', '22', '32', '25']#T15.1L66.0
['2021', '05', '21', '22', '42', '25']#T14.8L67.0
['2021', '05', '21', '22', '52', '25']#T14.8L67.0
['2021', '05', '21', '23', '02', '25']#T14.6L68.0
['2021', '05', '21', '23', '12', '25']#T14.6L68.0
['2021', '05', '21', '23', '22', '25']#T14.4L69.0
['2021', '05', '21', '23', '32', '25']#T14.4L69.0
['2021', '05', '21', '23', '42', '25']#T14.1L70.0
['2021', '05', '21', '23', '52', '25']#T14.1L70.0
['2021', '05', '22', '00', '02', '25']#T13.8L71.0
['2021', '05', '22', '00', '12', '25']#T13.8L71.0
['2021', '05', '22', '00', '22', '25']#T13.6L71.0
['2021', '05', '22', '00', '32', '25']#T13.6L71.0
['2021', '05', '22', '00', '42', '25']#T13.4L72.0
['2021', '05', '22', '00', '52', '25']#T13.4L72.0
['2021', '05', '22', '01', '02', '25']#T13.4L72.0
['2021', '05', '22', '01', '12', '25']#T13.4L72.0
['2021', '05', '22', '01', '22', '25']#T13.3L72.0
['2021', '05', '22', '01', '32', '25']#T13.3L72.0
['2021', '05', '22', '01', '42', '25']#T13.3L72.0
['2021', '05', '22', '01', '52', '25']#T13.3L72.0
['2021', '05', '22', '02', '02', '25']#T13.2L72.0
['2021', '05', '22', '02', '12', '25']#T13.2L72.0
['2021', '05', '22', '02', '22', '25']#T13.0L73.0
['2021', '05', '22', '02', '32', '25']#T13.0L73.0
['2021', '05', '22', '02', '42', '25']#T12.8L73.0
['2021', '05', '22', '02', '52', '25']#T12.8L73.0
['2021', '05', '22', '03', '02', '25']#T12.5L74.0
['2021', '05', '22', '03', '12', '25']#T12.5L74.0
['2021', '05', '22', '03', '22', '26']#T12.7L74.0
['2021', '05', '22', '03', '32', '26']#T12.7L74.0
['2021', '05', '22', '03', '42', '26']#T12.4L74.0
['2021', '05', '22', '03', '52', '26']#T12.4L74.0
['2021', '05', '22', '04', '02', '26']#T12.4L75.0
['2021', '05', '22', '04', '12', '26']#T12.4L75.0
['2021', '05', '22', '04', '22', '26']#T12.5L75.0
['2021', '05', '22', '04', '32', '26']#T12.5L75.0
['2021', '05', '22', '04', '42', '26']#T12.2L76.0
['2021', '05', '22', '04', '52', '26']#T12.2L76.0
['2021', '05', '22', '05', '02', '26']#T12.3L77.0
['2021', '05', '22', '05', '12', '26']#T12.3L77.0
['2021', '05', '22', '05', '22', '26']#T12.2L77.0
['2021', '05', '22', '05', '32', '26']#T12.2L77.0
['2021', '05', '22', '05', '42', '26']#T12.3L77.0
['2021', '05', '22', '05', '52', '26']#T12.3L77.0
['2021', '05', '22', '06', '02', '26']#T12.2L77.0
['2021', '05', '22', '06', '12', '26']#T12.2L77.0
['2021', '05', '22', '06', '22', '26']#T12.3L77.0
['2021', '05', '22', '06', '32', '26']#T12.3L77.0
['2021', '05', '22', '06', '42', '26']#T12.3L77.0
['2021', '05', '22', '06', '52', '26']#T12.3L77.0
['2021', '05', '22', '07', '02', '26']#T12.3L77.0
['2021', '05', '22', '07', '12', '26']#T12.3L77.0
['2021', '05', '22', '07', '22', '26']#T12.5L77.0
['2021', '05', '22', '07', '32', '26']#T12.5L77.0
['2021', '05', '22', '07', '42', '26']#T12.5L77.0
['2021', '05', '22', '07', '52', '27']#T12.5L77.0
['2021', '05', '22', '08', '02', '27']#T12.5L77.0
['2021', '05', '22', '08', '12', '27']#T12.5L77.0
['2021', '05', '22', '08', '22', '27']#T12.9L77.0
['2021', '05', '22', '08', '32', '27']#T12.9L77.0
['2021', '05', '22', '08', '42', '27']#T13.2L76.0
['2021', '05', '22', '08', '52', '27']#T13.2L76.0
['2021', '05', '22', '09', '02', '27']#T11.9L79.0
['2021', '05', '22', '09', '12', '27']#T11.9L79.0
['2021', '05', '22', '09', '22', '27']#T11.9L81.0
['2021', '05', '22', '09', '32', '27']#T11.9L81.0
['2021', '05', '22', '09', '42', '27']#T12.1L81.0
['2021', '05', '22', '09', '52', '27']#T12.1L81.0
['2021', '05', '22', '10', '02', '27']#T12.5L79.0
['2021', '05', '22', '10', '12', '27']#T12.5L79.0
['2021', '05', '22', '10', '22', '27']#T13.1L76.0
['2021', '05', '22', '10', '32', '27']#T13.1L76.0
['2021', '05', '22', '10', '42', '27']#T13.6L73.0
['2021', '05', '22', '10', '52', '27']#T13.6L73.0
['2021', '05', '22', '11', '02', '27']#T14.3L70.0
['2021', '05', '22', '11', '12', '27']#T14.3L70.0
['2021', '05', '22', '11', '22', '27']#T14.2L68.0
['2021', '05', '22', '11', '32', '27']#T14.2L68.0
['2021', '05', '22', '11', '42', '27']#T14.0L69.0
['2021', '05', '22', '11', '52', '27']#T14.0L69.0
['2021', '05', '22', '12', '02', '27']#T14.3L68.0
['2021', '05', '22', '12', '12', '27']#T14.3L68.0
['2021', '05', '22', '12', '22', '28']#T14.7L63.0
['2021', '05', '22', '12', '32', '28']#T14.7L63.0
['2021', '05', '22', '12', '42', '28']#T15.5L57.0
['2021', '05', '22', '12', '52', '28']#T15.5L57.0
['2021', '05', '22', '13', '02', '28']#T16.3L56.0
['2021', '05', '22', '13', '12', '28']#T16.3L56.0
['2021', '05', '22', '13', '22', '28']#T16.9L53.0
['2021', '05', '22', '13', '32', '28']#T16.9L53.0
['2021', '05', '22', '13', '42', '28']#T17.3L52.0
['2021', '05', '22', '13', '52', '28']#T17.3L52.0
['2021', '05', '22', '14', '02', '28']#T17.5L48.0
['2021', '05', '22', '14', '12', '28']#T17.5L48.0
['2021', '05', '22', '14', '22', '28']#T18.2L47.0
['2021', '05', '22', '14', '32', '28']#T18.2L47.0
['2021', '05', '22', '14', '42', '28']#T18.7L46.0
['2021', '05', '22', '14', '52', '28']#T18.7L46.0
['2021', '05', '22', '15', '02', '28']#T18.2L44.0
['2021', '05', '22', '15', '12', '28']#T18.2L44.0
['2021', '05', '22', '15', '22', '28']#T17.3L45.0
['2021', '05', '22', '15', '32', '28']#T17.3L45.0
['2021', '05', '22', '15', '42', '28']#T16.8L47.0
['2021', '05', '22', '15', '52', '28']#T16.8L47.0
['2021', '05', '22', '16', '02', '28']#T17.4L45.0
['2021', '05', '22', '16', '12', '28']#T17.4L45.0
['2021', '05', '22', '16', '22', '28']#T16.3L48.0
['2021', '05', '22', '16', '32', '28']#T16.3L48.0
['2021', '05', '22', '16', '42', '29']#T16.5L48.0
['2021', '05', '22', '16', '52', '29']#T16.5L48.0
['2021', '05', '22', '17', '02', '29']#T17.2L48.0
['2021', '05', '22', '17', '12', '29']#T17.2L48.0
['2021', '05', '22', '17', '22', '29']#T17.0L47.0
['2021', '05', '22', '17', '32', '29']#T17.0L47.0
['2021', '05', '22', '17', '42', '29']#T15.6L50.0
['2021', '05', '22', '17', '52', '29']#T15.6L50.0
['2021', '05', '22', '18', '02', '29']#T15.7L51.0
['2021', '05', '22', '18', '12', '29']#T15.7L51.0
['2021', '05', '22', '18', '22', '29']#T15.7L52.0
['2021', '05', '22', '18', '32', '29']#T15.7L52.0
['2021', '05', '22', '18', '42', '29']#T15.7L52.0
['2021', '05', '22', '18', '52', '29']#T15.7L52.0
['2021', '05', '22', '19', '02', '29']#T15.2L53.0
['2021', '05', '22', '19', '12', '29']#T15.2L53.0
['2021', '05', '22', '19', '22', '29']#T14.4L59.0
['2021', '05', '22', '19', '32', '29']#T14.4L59.0
['2021', '05', '22', '19', '42', '29']#T14.3L59.0
['2021', '05', '22', '19', '52', '29']#T14.3L59.0
['2021', '05', '22', '20', '02', '29']#T14.3L59.0
['2021', '05', '22', '20', '12', '29']#T14.3L59.0
['2021', '05', '22', '20', '22', '29']#T14.3L59.0
['2021', '05', '22', '20', '32', '29']#T14.3L59.0
['2021', '05', '22', '20', '42', '29']#T14.1L60.0
['2021', '05', '22', '20', '52', '29']#T14.1L60.0
['2021', '05', '22', '21', '02', '29']#T13.9L62.0
['2021', '05', '22', '21', '12', '29']#T13.9L62.0
['2021', '05', '22', '21', '22', '30']#T13.5L62.0
['2021', '05', '22', '21', '32', '30']#T13.5L62.0
['2021', '05', '22', '21', '42', '30']#T13.5L62.0
['2021', '05', '22', '21', '52', '30']#T13.5L62.0
['2021', '05', '22', '22', '02', '30']#T13.4L62.0
['2021', '05', '22', '22', '12', '30']#T13.4L62.0
['2021', '05', '22', '22', '22', '30']#T13.3L62.0
['2021', '05', '22', '22', '32', '30']#T13.3L62.0
['2021', '05', '22', '22', '42', '30']#T12.9L62.0
['2021', '05', '22', '22', '52', '30']#T12.9L62.0
['2021', '05', '22', '23', '02', '30']#T12.6L63.0
['2021', '05', '22', '23', '12', '30']#T12.6L63.0
['2021', '05', '22', '23', '22', '30']#T12.3L63.0
['2021', '05', '22', '23', '32', '30']#T12.3L63.0
['2021', '05', '22', '23', '42', '30']#T12.5L63.0
['2021', '05', '22', '23', '52', '30']#T12.5L63.0
['2021', '05', '23', '00', '02', '30']#T12.4L63.0
['2021', '05', '23', '00', '12', '30']#T12.4L63.0
['2021', '05', '23', '00', '22', '30']#T12.3L63.0
['2021', '05', '23', '00', '32', '30']#T12.3L63.0
['2021', '05', '23', '00', '42', '30']#T12.2L63.0
['2021', '05', '23', '00', '52', '30']#T12.2L63.0
['2021', '05', '23', '01', '02', '30']#T12.1L64.0
['2021', '05', '23', '01', '12', '30']#T12.1L64.0
['2021', '05', '23', '01', '22', '30']#T12.3L64.0
['2021', '05', '23', '01', '32', '30']#T12.3L64.0
